created_at,user_id,article_id,key,value
2020-03-19T11:53:08.497Z,3624,61358481,included,1
2020-03-19T11:53:14.528Z,3624,61357830,included,1
2020-03-19T11:57:56.761Z,3624,61359420,included,1
2020-03-19T11:58:11.793Z,3624,61358194,included,1
2020-03-19T11:59:17.875Z,3624,61356503,included,-1
2020-03-19T11:59:54.236Z,3624,61353359,included,-1
2020-03-19T12:01:02.740Z,3624,61354679,included,1
2020-03-19T12:01:09.756Z,3624,61358518,included,1
2020-03-19T14:23:30.574Z,3624,61359641,included,-1
2020-03-19T14:25:13.595Z,3624,61354030,included,-1
2020-03-19T14:25:46.956Z,3624,61353362,included,1
2020-03-19T14:26:28.239Z,3624,61354416,included,1
2020-03-19T14:28:54.997Z,3624,61358493,included,1
2020-03-19T14:29:50.140Z,3624,61354068,included,1
2020-03-19T14:29:54.953Z,3624,61354068,included,1
2020-03-19T14:31:53.412Z,3624,61354683,included,-1
2020-03-19T14:32:36.789Z,3624,61355664,included,1
2020-03-19T14:32:45.837Z,3624,61354121,included,1
2020-03-19T14:35:06.376Z,3624,61355591,included,1
2020-03-19T14:35:17.330Z,3624,61355604,included,1
2020-03-19T14:35:39.409Z,3624,61355659,included,1
2020-03-19T14:35:44.753Z,3624,61355354,included,1
2020-03-19T14:35:51.660Z,3624,61357969,included,1
2020-03-19T14:37:16.758Z,3624,61358037,included,1
2020-03-19T14:37:25.040Z,3624,61358377,included,1
2020-03-19T14:37:43.572Z,3624,61358851,included,1
2020-03-19T14:38:30.653Z,3624,61357075,included,-1
2020-03-19T14:39:02.452Z,3624,61358351,included,1
2020-03-19T14:39:14.124Z,3624,61353328,included,1
2020-03-19T14:40:20.050Z,3624,61354373,included,1
2020-03-19T14:40:29.363Z,3624,61359157,included,1
2020-03-19T14:40:41.238Z,3624,61356422,included,1
2020-03-19T14:41:18.896Z,3624,61354518,included,-1
2020-03-19T14:42:55.339Z,3624,61357773,included,1
2020-03-19T14:43:53.389Z,3624,61358895,included,1
2020-03-19T14:44:45.673Z,3624,61356030,included,1
2020-03-19T14:44:52.657Z,3624,61354985,included,1
2020-03-19T14:44:59.048Z,3624,61354375,included,1
2020-03-19T14:45:12.893Z,3624,61356568,included,1
2020-03-19T14:46:00.989Z,3624,61355978,included,1
2020-03-19T14:46:47.554Z,3624,61357046,included,1
2020-03-19T14:49:58.392Z,3624,61353718,included,1
2020-03-19T14:51:07.037Z,3624,61357673,included,1
2020-03-19T14:52:21.619Z,3624,61357929,included,1
2020-03-19T14:52:30.307Z,3624,61353979,included,1
2020-03-19T14:54:14.891Z,3624,61357280,included,1
2020-03-19T14:54:45.924Z,3624,61357219,included,-1
2020-03-19T14:54:51.471Z,3624,61354080,included,1
2020-03-19T14:55:20.582Z,3624,61357190,included,1
2020-03-19T14:55:28.160Z,3624,61353224,included,1
2020-03-19T15:50:25.181Z,3624,61353504,included,1
2020-03-19T15:51:09.574Z,3624,61354282,included,1
2020-03-19T15:51:12.840Z,3624,61356533,included,1
2020-03-19T15:51:22.278Z,3624,61353267,included,1
2020-03-19T15:51:51.701Z,3624,61358096,included,1
2020-03-19T15:52:35.031Z,3624,61358189,included,1
2020-03-19T15:53:06.689Z,3624,61358487,included,1
2020-03-19T15:53:15.033Z,3624,61356355,included,1
2020-03-19T15:53:24.487Z,3624,61353455,included,1
2020-03-19T15:53:31.987Z,3624,61356402,included,1
2020-03-19T15:53:52.176Z,3624,61356852,included,1
2020-03-19T15:54:07.099Z,3624,61356354,included,1
2020-03-19T15:54:17.724Z,3624,61357362,included,1
2020-03-19T16:04:21.741Z,3624,61355084,included,1
2020-03-19T16:04:30.601Z,3624,61359100,included,1
2020-03-19T16:05:54.480Z,3624,61353222,included,1
2020-03-19T16:06:30.935Z,3624,61359635,included,1
2020-03-19T16:06:35.358Z,3624,61359228,included,1
2020-03-19T16:06:39.264Z,3624,61357647,included,1
2020-03-19T16:07:13.453Z,3624,61359665,included,1
2020-03-19T16:26:20.030Z,3624,61356519,included,1
2020-03-19T16:26:26.452Z,3624,61354105,included,1
2020-03-19T16:26:31.608Z,3624,61356267,included,1
2020-03-19T16:26:40.015Z,3624,61354720,included,1
2020-03-19T16:26:49.438Z,3624,61353632,included,1
2020-03-19T16:26:56.188Z,3624,61353188,included,1
2020-03-19T16:27:10.376Z,3624,61356040,included,1
2020-03-19T16:27:27.080Z,3624,61353878,included,1
2020-03-19T16:27:42.034Z,3624,61357121,included,1
2020-03-19T16:27:50.816Z,3624,61353744,included,1
2020-03-19T16:27:59.222Z,3624,61356772,included,1
2020-03-19T16:28:10.176Z,3624,61357764,included,1
2020-03-19T16:28:39.709Z,3624,61358045,included,1
2020-03-19T16:28:58.429Z,3624,61356027,included,-1
2020-03-19T16:29:03.741Z,3624,61354307,included,-1
2020-03-19T16:42:58.739Z,3624,61358647,included,-1
2020-03-19T16:43:10.771Z,3624,61359191,included,-1
2020-03-19T16:44:04.649Z,3624,61357525,included,-1
2020-03-19T16:44:19.384Z,3624,61356797,included,-1
2020-03-19T16:44:29.135Z,3624,61358359,included,-1
2020-03-19T16:45:21.184Z,3624,61356825,included,-1
2020-03-19T16:45:35.732Z,3624,61353702,included,1
2020-03-19T16:46:21.515Z,3624,61354018,included,-1
2020-03-19T16:48:56.618Z,3624,61358443,included,1
2020-03-19T17:07:21.864Z,3624,61353784,included,1
2020-03-19T17:28:26.215Z,3624,61359380,included,1
2020-03-19T17:28:49.028Z,3624,61358017,included,-1
2020-03-19T17:28:53.169Z,3624,61354008,included,-1
2020-03-19T17:28:59.107Z,3624,61359554,included,-1
2020-03-19T17:29:01.013Z,3624,61353490,included,-1
2020-03-19T17:29:04.451Z,3624,61359201,included,-1
2020-03-19T17:29:45.281Z,3624,61359201,included,1
2020-03-19T17:30:41.394Z,3624,61359236,included,1
2020-03-19T17:30:51.410Z,3624,61356033,included,1
2020-03-20T15:01:18.548Z,3624,61356860,included,1
2020-03-20T15:01:45.190Z,3624,61358544,included,1
2020-03-20T15:02:01.816Z,3624,61354040,included,-1
2020-03-20T15:03:37.727Z,3624,61354688,included,1
2020-03-20T15:03:49.681Z,3624,61353947,included,1
2020-03-20T15:10:48.110Z,3624,61354745,included,-1
2020-03-20T15:11:39.160Z,3624,61354894,included,-1
2020-03-20T15:12:41.851Z,3624,61358070,included,1
2020-03-20T15:15:40.111Z,3624,61354188,included,1
2020-03-20T15:20:03.500Z,3624,61355629,included,1
2020-03-20T15:20:10.672Z,3624,61356672,included,1
2020-03-20T15:21:48.505Z,3624,61354116,included,1
2020-03-20T15:23:09.165Z,3624,61354432,included,1
2020-03-20T15:23:21.541Z,3624,61358721,included,1
2020-03-20T15:24:39.889Z,3624,61357413,included,1
2020-03-20T15:24:47.296Z,3624,61359123,included,1
2020-03-20T15:25:01.781Z,3624,61353830,included,1
2020-03-20T15:25:12.360Z,3624,61356554,included,1
2020-03-20T15:25:31.001Z,3624,61356726,included,1
2020-03-20T15:25:46.908Z,3624,61356639,included,1
2020-03-20T15:26:00.815Z,3624,61359275,included,-1
2020-03-20T15:27:12.569Z,3624,61356993,included,1
2020-03-20T15:27:20.164Z,3624,61354862,included,1
2020-03-20T15:27:39.930Z,3624,61357275,included,1
2020-03-20T15:33:06.136Z,3624,61355211,included,1
2020-03-20T15:33:39.763Z,3624,61353982,included,1
2020-03-20T15:33:43.419Z,3624,61358489,included,1
2020-03-20T15:34:14.780Z,3624,61359365,included,1
2020-03-20T15:35:01.642Z,3624,61354749,included,1
2020-03-20T15:35:39.081Z,3624,61358548,included,-1
2020-03-20T15:36:19.443Z,3624,61353656,included,1
2020-03-20T15:37:15.258Z,3624,61356719,included,-1
2020-03-20T15:37:20.009Z,3624,61354825,included,-1
2020-03-20T15:39:56.751Z,3624,61358894,included,1
2020-03-20T15:49:00.500Z,3624,61359360,included,-1
2020-03-20T15:49:12.173Z,3624,61356347,included,1
2020-03-20T15:51:00.522Z,3624,61358640,included,1
2020-03-20T15:51:49.900Z,3624,61354069,included,1
2020-03-20T15:56:25.195Z,3624,61358978,included,1
2020-03-20T15:58:18.874Z,3624,61356460,included,1
2020-03-20T15:59:27.971Z,3624,61358185,included,1
2020-03-20T15:59:36.237Z,3624,61355327,included,-1
2020-04-15T16:27:43.041Z,3624,61353114,included,1
2020-04-15T16:27:57.510Z,3624,61353114,included,1
2020-05-18T12:14:35.591Z,3624,61358045,included,-1
2020-05-18T12:14:44.341Z,3624,61358045,included,-1
2020-05-18T12:15:17.935Z,3624,61358045,included,-1
2020-05-18T12:15:50.966Z,3624,61356041,included,-1
2020-05-18T12:16:58.950Z,3624,61358919,included,-1
2020-05-18T12:20:01.387Z,3624,61357942,included,1
2020-05-18T12:28:41.837Z,3624,61353983,included,1
2020-05-18T12:28:51.837Z,3624,61353983,included,0
2020-05-18T12:29:17.712Z,3624,61353983,included,-1
2020-05-18T12:30:27.946Z,3624,61358560,included,-1
2020-05-18T12:31:35.648Z,3624,61354905,included,-1
2020-05-18T12:33:03.523Z,3624,61355376,included,1
2020-05-18T12:34:13.476Z,3624,61356989,included,0
2020-05-18T12:36:02.022Z,3624,61355069,included,-1
2020-05-18T12:36:55.116Z,3624,61354612,included,0
2020-05-18T12:38:10.381Z,3624,61353981,included,-1
2020-05-18T12:39:26.896Z,3624,61357947,included,1
2020-05-18T12:41:00.474Z,3624,61354337,included,-1
2020-05-18T12:41:46.208Z,3624,61355298,included,1
2020-05-18T12:42:15.770Z,3624,61359522,included,-1
2020-05-18T12:43:14.989Z,3624,61355314,included,1
2020-05-18T12:44:17.285Z,3624,61359011,included,-1
2020-05-18T12:44:44.191Z,3624,61355072,included,-1
2020-05-18T12:45:03.629Z,3624,61358579,included,-1
2020-05-18T12:45:47.660Z,3624,61359657,included,0
2020-05-18T12:45:59.831Z,3624,61358312,included,-1
2020-05-18T12:46:47.956Z,3624,61353296,included,1
2020-05-18T12:48:31.940Z,3624,61359323,included,0
2020-05-18T12:49:01.487Z,3624,61355127,included,1
2020-05-18T12:50:02.439Z,3624,61355213,included,-1
2020-05-18T12:50:42.064Z,3624,61358673,included,-1
2020-05-18T12:50:57.830Z,3624,61358723,included,-1
2020-05-18T12:51:33.330Z,3624,61354575,included,1
2020-05-18T12:51:55.798Z,3624,61356294,included,1
2020-05-18T12:52:23.486Z,3624,61356919,included,0
2020-05-18T12:52:33.267Z,3624,61359615,included,0
2020-05-18T12:53:00.439Z,3624,61359615,included,-1
2020-05-18T12:53:46.173Z,3624,61359707,included,1
2020-05-18T12:54:52.970Z,3624,61353642,included,-1
2020-05-18T12:54:55.532Z,3624,61353642,included,1
2020-05-18T12:55:22.501Z,3624,61358758,included,0
2020-05-18T12:55:35.641Z,3624,61355246,included,1
2020-05-18T12:56:16.938Z,3624,61354919,included,-1
2020-05-18T12:57:03.875Z,3624,61358245,included,1
2020-05-18T12:58:25.234Z,3624,61358738,included,-1
2020-05-18T12:58:51.422Z,3624,61358688,included,1
2020-05-18T12:59:10.359Z,3624,61358433,included,-1
2020-05-18T12:59:54.952Z,3624,61357532,included,0
2020-05-18T13:01:35.248Z,3624,61357909,included,-1
2020-05-18T13:02:29.248Z,3624,61358252,included,0
2020-05-18T13:03:33.326Z,3624,61356204,included,1
2020-05-18T13:04:12.841Z,3624,61353426,included,-1
2020-05-18T13:04:59.638Z,3624,61358928,included,-1
2020-05-18T13:07:36.950Z,3624,61355910,included,1
2020-05-18T13:08:56.293Z,3624,61359687,included,0
2020-05-18T13:10:01.777Z,3624,61353995,included,1
2020-05-18T13:12:15.715Z,3624,61359052,included,1
2020-05-18T13:12:38.183Z,3624,61355897,included,0
2020-05-18T13:13:26.839Z,3624,61358715,included,0
2020-05-18T13:14:57.135Z,3624,61355420,included,1
2020-05-18T13:16:17.979Z,3624,61356776,included,0
2020-05-18T13:17:44.134Z,3624,61356366,included,1
2020-05-18T13:17:55.869Z,3624,61359254,included,-1
2020-05-18T13:18:24.993Z,3624,61359142,included,-1
2020-05-18T13:18:58.821Z,3624,61356094,included,-1
2020-05-18T13:19:13.853Z,3624,61355767,included,0
2020-05-18T13:19:48.618Z,3624,61357728,included,1
2020-05-18T13:20:01.899Z,3624,61356662,included,-1
2020-05-18T13:20:18.243Z,3624,61358944,included,-1
2020-05-18T13:21:03.852Z,3624,61356589,included,1
2020-05-19T11:06:32.625Z,3624,61356159,included,-1
2020-05-19T11:07:23.125Z,3624,61357301,included,0
2020-05-19T11:07:52.062Z,3624,61356034,included,1
2020-05-19T11:09:18.968Z,3624,61354355,included,0
2020-05-19T11:09:49.827Z,3624,61358424,included,0
2020-05-19T11:10:10.452Z,3624,61354014,included,-1
2020-05-19T11:11:11.296Z,3624,61359375,included,0
2020-05-19T11:11:47.358Z,3624,61355055,included,1
2020-05-19T11:12:39.404Z,3624,61357317,included,1
2020-05-19T11:13:06.264Z,3624,61358943,included,0
2020-05-19T11:13:59.045Z,3624,61353931,included,1
2020-05-19T11:14:09.154Z,3624,61355465,included,-1
2020-05-19T11:15:03.747Z,3624,61358373,included,1
2020-05-19T11:15:37.169Z,3624,61356407,included,1
2020-05-19T11:16:51.903Z,3624,61355190,included,-1
2020-05-19T11:17:34.356Z,3624,61354305,included,1
2020-05-19T11:18:58.777Z,3624,61358076,included,-1
2020-05-19T11:20:19.589Z,3624,61357872,included,-1
2020-05-19T11:21:14.078Z,3624,61356161,included,-1
2020-05-19T11:21:42.917Z,3624,61357457,included,1
2020-05-19T11:22:53.433Z,3624,61354280,included,-1
2020-05-19T11:22:54.370Z,3624,61354280,included,1
2020-05-19T11:24:27.776Z,3624,61356556,included,-1
2020-05-19T11:25:14.885Z,3624,61356100,included,-1
2020-05-19T11:26:28.697Z,3624,61357345,included,0
2020-05-19T11:27:28.931Z,3624,61359048,included,1
2020-05-19T11:28:14.758Z,3624,61359578,included,1
2020-05-19T11:28:43.850Z,3624,61356146,included,0
2020-05-19T11:29:20.586Z,3624,61356548,included,-1
2020-05-19T11:29:59.289Z,3624,61355984,included,-1
2020-05-19T11:30:32.367Z,3624,61356895,included,-1
2020-05-19T11:31:19.726Z,3624,61356325,included,-1
2020-05-19T11:31:57.179Z,3624,61353838,included,-1
2020-05-19T11:32:45.741Z,3624,61353437,included,1
2020-05-19T11:34:03.507Z,3624,61355932,included,-1
2020-05-19T11:34:50.881Z,3624,61357001,included,-1
2020-05-19T11:35:58.100Z,3624,61359169,included,1
2020-05-19T11:36:23.756Z,3624,61353812,included,-1
2020-05-19T11:36:56.943Z,3624,61354692,included,-1
2020-05-19T11:37:47.802Z,3624,61355349,included,-1
2020-05-19T11:38:58.646Z,3624,61356862,included,1
2020-05-19T11:39:18.724Z,3624,61357752,included,-1
2020-05-19T11:40:20.880Z,3624,61359658,included,0
2020-05-19T11:40:50.036Z,3624,61358642,included,0
2020-05-19T11:41:35.379Z,3624,61356906,included,1
2020-05-19T11:42:42.129Z,3624,61358640,included,-1
2020-05-19T11:43:32.535Z,3624,61355893,included,-1
2020-05-19T11:44:30.550Z,3624,61353466,included,-1
2020-05-19T11:45:17.128Z,3624,61355844,included,-1
2020-05-19T11:46:28.878Z,3624,61353293,included,1
2020-05-19T11:47:01.002Z,3624,61357393,included,-1
2020-05-19T11:48:25.783Z,3624,61356891,included,1
2020-05-19T11:48:32.111Z,3624,61353253,included,-1
2020-05-19T11:49:17.080Z,3624,61358844,included,1
2020-05-19T11:49:21.127Z,3624,61358844,included,-1
2020-05-19T11:50:12.142Z,3624,61356173,included,1
2020-05-19T11:50:50.095Z,3624,61356055,included,0
2020-05-19T11:51:28.516Z,3624,61355308,included,-1
2020-05-19T11:51:35.423Z,3624,61355082,included,-1
2020-05-19T11:52:26.750Z,3624,61355247,included,1
2020-05-19T11:53:09.391Z,3624,61359027,included,1
2020-05-19T11:54:02.906Z,3624,61353407,included,1
2020-05-19T11:54:30.906Z,3624,61358352,included,1
2020-05-19T11:55:19.688Z,3624,61356092,included,-1
2020-05-19T11:56:11.312Z,3624,61355649,included,-1
2020-05-19T11:56:30.062Z,3624,61358714,included,0
2020-05-19T11:56:36.078Z,3624,61359056,included,-1
2020-05-19T11:57:26.734Z,3624,61353935,included,-1
2020-05-19T11:57:40.062Z,3624,61357311,included,0
2020-05-19T11:58:06.984Z,3624,61359153,included,1
2020-05-19T11:58:28.687Z,3624,61356459,included,-1
2020-05-19T11:58:47.171Z,3624,61359670,included,-1
2020-05-19T11:59:34.889Z,3624,61355537,included,1
2020-05-19T11:59:58.952Z,3624,61359082,included,-1
2020-05-19T12:00:43.545Z,3624,61356110,included,-1
2020-05-19T12:01:35.842Z,3624,61355858,included,1
2020-05-19T12:01:41.061Z,3624,61359407,included,-1
2020-05-19T12:02:02.873Z,3624,61358364,included,1
2020-05-19T12:03:03.669Z,3624,61358862,included,1
2020-05-19T12:03:55.294Z,3624,61357408,included,-1
2020-05-19T12:04:11.294Z,3624,61355412,included,-1
2020-05-19T12:04:58.544Z,3624,61355975,included,1
2020-05-20T12:17:33.566Z,3624,61357906,included,0
2020-05-20T12:18:31.238Z,3624,61359685,included,1
2020-05-20T12:18:41.644Z,3624,61353499,included,-1
2020-05-20T12:19:24.175Z,3624,61356626,included,0
2020-05-20T12:19:42.941Z,3624,61358681,included,-1
2020-05-20T12:19:52.988Z,3624,61357110,included,-1
2020-05-20T12:20:01.925Z,3624,61355135,included,-1
2020-05-20T12:20:23.378Z,3624,61358550,included,1
2020-05-20T12:20:53.206Z,3624,61357354,included,-1
2020-05-20T12:21:28.112Z,3624,61359110,included,1
2020-05-20T12:22:29.955Z,3624,61356381,included,1
2020-05-20T12:22:40.986Z,3624,61353283,included,-1
2020-05-20T12:22:57.924Z,3624,61357209,included,0
2020-05-20T12:23:35.939Z,3624,61357470,included,-1
2020-05-20T12:23:47.158Z,3624,61355225,included,-1
2020-05-20T12:23:59.923Z,3624,61359632,included,-1
2020-05-20T12:24:25.705Z,3624,61359014,included,-1
2020-05-20T12:25:24.439Z,3624,61354789,included,-1
2020-05-20T12:25:28.126Z,3624,61354789,included,1
2020-05-20T12:25:41.876Z,3624,61354483,included,1
2020-05-20T12:26:15.688Z,3624,61359224,included,1
2020-05-20T12:27:02.922Z,3624,61353914,included,1
2020-05-20T12:27:07.438Z,3624,61353914,included,0
2020-05-20T12:27:08.954Z,3624,61353914,included,-1
2020-05-20T12:27:52.110Z,3624,61357083,included,1
2020-05-20T12:28:33.484Z,3624,61354479,included,1
2020-05-20T12:29:07.672Z,3624,61354802,included,-1
2020-05-20T12:29:25.359Z,3624,61358941,included,1
